order_id,order_line,order_date,region,sales_channel,payment_method,customer_id,customer_segment,category,product,unit_price,quantity,discount_pct,unit_cost,shipping_fee,tax_rate,is_return,gross_sales,discount_amount,net_sales,cogs,gross_profit,tax_amount,total_revenue,profit_margin_pct
100681,1,2024-06-24,British Columbia,Marketplace,Credit Card,2225,Consumer,Electronics,Smartwatch,233.27,1,0.0,132.31,9.99,0.05,0,233.27,0.0,233.27,132.31,100.96,11.66,254.92,0.4328
100682,1,2025-05-17,Ontario,Mobile App,Debit Card,2532,Consumer,Beauty,Conditioner,118.45,1,0.05,86.6,9.99,0.13,0,118.45,5.92,112.53,86.6,25.93,14.63,137.15,0.2304
100682,2,2025-05-17,Ontario,Mobile App,Debit Card,2532,Consumer,Fashion,Sneakers,172.76,5,0.0,118.07,0.0,0.13,0,863.8,0.0,863.8,590.35,273.45,112.29,976.09,0.3166
100682,3,2025-05-17,Ontario,Mobile App,Debit Card,2532,Consumer,Home & Kitchen,Vacuum Cleaner,254.82,1,0.0,171.83,0.0,0.13,0,254.82,0.0,254.82,171.83,82.99,33.13,287.95,0.3257
100682,4,2025-05-17,Ontario,Mobile App,Debit Card,2532,Consumer,Electronics,Tablet,1277.58,1,0.0,943.15,0.0,0.13,0,1277.58,0.0,1277.58,943.15,334.43,166.09,1443.67,0.2618
100683,1,2024-10-12,Alberta,Marketplace,Credit Card,4781,Small Business,Electronics,Tablet,183.49,1,0.0,126.99,9.99,0.05,0,183.49,0.0,183.49,126.99,56.5,9.17,202.65,0.3079
100684,1,2024-12-30,Ontario,Web,Debit Card,1935,Small Business,Fashion,Sneakers,115.38,1,0.0,79.53,0.0,0.13,0,115.38,0.0,115.38,79.53,35.85,15.0,130.38,0.3107
100685,1,2024-07-18,Nova Scotia,Web,Credit Card,2801,Consumer,Fashion,Jeans,211.15,1,0.0,135.62,4.99,0.15,0,211.15,0.0,211.15,135.62,75.53,31.67,247.81,0.3577
100685,2,2024-07-18,Nova Scotia,Web,Credit Card,2801,Consumer,Home & Kitchen,Microwave,278.25,1,0.0,185.78,0.0,0.15,0,278.25,0.0,278.25,185.78,92.47,41.74,319.99,0.3323
100686,1,2024-09-09,Ontario,Marketplace,Credit Card,3093,Small Business,Sports & Outdoors,Bicycle Helmet,865.67,3,0.1,532.99,14.99,0.13,0,2597.01,259.7,2337.31,1598.97,738.34,303.85,2656.15,0.3159
100686,2,2024-09-09,Ontario,Marketplace,Credit Card,3093,Small Business,Sports & Outdoors,Dumbbells,461.55,3,0.0,279.06,0.0,0.13,0,1384.65,0.0,1384.65,837.18,547.47,180.0,1564.65,0.3954
100687,1,2024-02-05,Manitoba,Mobile App,Credit Card,4509,Small Business,Electronics,Smartwatch,1174.79,2,0.0,703.9,9.99,0.05,0,2349.58,0.0,2349.58,1407.8,941.78,117.48,2477.05,0.4008
100688,1,2024-10-17,British Columbia,Retail Store,PayPal,4693,Consumer,Beauty,Serum,161.53,1,0.0,90.57,4.99,0.05,0,161.53,0.0,161.53,90.57,70.96,8.08,174.6,0.4393
100688,2,2024-10-17,British Columbia,Retail Store,PayPal,4693,Consumer,Home & Kitchen,Blender,256.71,1,0.1,165.58,0.0,0.05,0,256.71,25.67,231.04,165.58,65.46,11.55,242.59,0.2833
100689,1,2024-11-15,Ontario,Retail Store,Credit Card,4637,Consumer,Beauty,Serum,42.0,1,0.0,23.29,0.0,0.13,0,42.0,0.0,42.0,23.29,18.71,5.46,47.46,0.4455
100690,1,2024-07-09,Quebec,Retail Store,Debit Card,1868,Consumer,Home & Kitchen,Blender,379.59,2,0.0,243.31,4.99,0.099,0,759.18,0.0,759.18,486.62,272.56,75.16,839.33,0.359
100690,2,2024-07-09,Quebec,Retail Store,Debit Card,1868,Consumer,Electronics,Headphones,963.93,1,0.0,539.16,14.99,0.099,0,963.93,0.0,963.93,539.16,424.77,95.43,1074.35,0.4407
100690,3,2024-07-09,Quebec,Retail Store,Debit Card,1868,Consumer,Sports & Outdoors,Camping Tent,539.47,1,0.1,299.69,9.99,0.099,0,539.47,53.95,485.52,299.69,185.83,48.07,543.58,0.3827
100690,4,2024-07-09,Quebec,Retail Store,Debit Card,1868,Consumer,Electronics,Camera,1346.86,2,0.0,893.19,0.0,0.099,0,2693.72,0.0,2693.72,1786.38,907.34,266.68,2960.4,0.3368
100691,1,2024-12-16,Alberta,Marketplace,PayPal,1331,Consumer,Home & Kitchen,Blender,164.36,4,0.15,95.16,0.0,0.05,0,657.44,98.62,558.82,380.64,178.18,27.94,586.76,0.3189
100691,2,2024-12-16,Alberta,Marketplace,PayPal,1331,Consumer,Beauty,Serum,75.55,1,0.0,50.58,9.99,0.05,0,75.55,0.0,75.55,50.58,24.97,3.78,89.32,0.3305
100691,3,2024-12-16,Alberta,Marketplace,PayPal,1331,Consumer,Fashion,Jacket,40.98,3,0.05,27.37,9.99,0.05,0,122.94,6.15,116.79,82.11,34.68,5.84,132.62,0.2969
100692,1,2024-08-22,Quebec,Web,Debit Card,2184,Consumer,Fashion,Jeans,47.68,1,0.0,26.85,4.99,0.099,0,47.68,0.0,47.68,26.85,20.83,4.72,57.39,0.4369
100693,1,2025-04-12,Quebec,Retail Store,Credit Card,2651,Small Business,Sports & Outdoors,Yoga Mat,386.39,1,0.0,268.52,0.0,0.099,0,386.39,0.0,386.39,268.52,117.87,38.25,424.64,0.3051
100694,1,2025-04-17,Alberta,Marketplace,Credit Card,1914,Consumer,Sports & Outdoors,Treadmill,1188.86,1,0.0,684.0,9.99,0.05,0,1188.86,0.0,1188.86,684.0,504.86,59.44,1258.29,0.4247
100695,1,2025-01-15,British Columbia,Web,Credit Card,2553,Small Business,Electronics,Camera,1294.22,1,0.0,942.18,9.99,0.05,0,1294.22,0.0,1294.22,942.18,352.04,64.71,1368.92,0.272
100696,1,2024-08-17,Ontario,Web,Credit Card,3839,Consumer,Beauty,Serum,110.26,1,0.0,77.46,0.0,0.13,0,110.26,0.0,110.26,77.46,32.8,14.33,124.59,0.2975
100696,2,2024-08-17,Ontario,Web,Credit Card,3839,Consumer,Beauty,Moisturizer,127.5,1,0.0,85.15,9.99,0.13,0,127.5,0.0,127.5,85.15,42.35,16.58,154.07,0.3322
100697,1,2024-10-23,New Brunswick,Mobile App,PayPal,2269,Small Business,Home & Kitchen,Coffee Maker,152.94,3,0.0,87.7,0.0,0.15,0,458.82,0.0,458.82,263.1,195.72,68.82,527.64,0.4266
100698,1,2024-07-27,Quebec,Retail Store,PayPal,3648,Small Business,Home & Kitchen,Blender,335.75,1,0.0,219.74,4.99,0.099,0,335.75,0.0,335.75,219.74,116.01,33.24,373.98,0.3455
100699,1,2024-07-10,Quebec,Web,PayPal,1734,Consumer,Fashion,Jacket,90.03,1,0.0,66.29,9.99,0.099,0,90.03,0.0,90.03,66.29,23.74,8.91,108.93,0.2637
100699,2,2024-07-10,Quebec,Web,PayPal,1734,Consumer,Home & Kitchen,Vacuum Cleaner,268.66,2,0.0,192.36,0.0,0.099,0,537.32,0.0,537.32,384.72,152.6,53.19,590.51,0.284
100700,1,2024-11-11,British Columbia,Web,Debit Card,2606,Small Business,Electronics,Smartphone,305.47,1,0.0,172.35,4.99,0.05,0,305.47,0.0,305.47,172.35,133.12,15.27,325.73,0.4358
100700,2,2024-11-11,British Columbia,Web,Debit Card,2606,Small Business,Sports & Outdoors,Bicycle Helmet,815.59,1,0.0,602.43,9.99,0.05,0,815.59,0.0,815.59,602.43,213.16,40.78,866.36,0.2614
100701,1,2024-06-26,Alberta,Web,Credit Card,2565,Consumer,Beauty,Moisturizer,54.57,5,0.0,39.67,9.99,0.05,0,272.85,0.0,272.85,198.35,74.5,13.64,296.48,0.273
100702,1,2025-03-13,Ontario,Web,Gift Card,2273,Consumer,Sports & Outdoors,Yoga Mat,64.82,1,0.1,40.6,9.99,0.13,0,64.82,6.48,58.34,40.6,17.74,7.58,75.91,0.3041
100703,1,2024-10-11,British Columbia,Retail Store,Debit Card,4884,Consumer,Fashion,Handbag,182.45,1,0.0,109.56,4.99,0.05,0,182.45,0.0,182.45,109.56,72.89,9.12,196.56,0.3995
100703,2,2024-10-11,British Columbia,Retail Store,Debit Card,4884,Consumer,Beauty,Conditioner,42.41,1,0.0,29.97,4.99,0.05,0,42.41,0.0,42.41,29.97,12.44,2.12,49.52,0.2933
100704,1,2025-05-04,Saskatchewan,Mobile App,Debit Card,2239,Consumer,Home & Kitchen,Microwave,67.73,1,0.0,41.34,4.99,0.05,0,67.73,0.0,67.73,41.34,26.39,3.39,76.11,0.3896
100705,1,2024-07-14,British Columbia,Marketplace,Credit Card,3470,Small Business,Fashion,Sneakers,193.85,1,0.0,119.71,4.99,0.05,0,193.85,0.0,193.85,119.71,74.14,9.69,208.53,0.3825
100706,1,2024-05-28,Quebec,Web,PayPal,4445,Consumer,Home & Kitchen,Blender,157.17,1,0.0,114.36,9.99,0.099,0,157.17,0.0,157.17,114.36,42.81,15.56,182.72,0.2724
100707,1,2024-07-27,Ontario,Web,PayPal,2826,Consumer,Sports & Outdoors,Dumbbells,692.68,1,0.0,450.47,0.0,0.13,0,692.68,0.0,692.68,450.47,242.21,90.05,782.73,0.3497
100707,2,2024-07-27,Ontario,Web,PayPal,2826,Consumer,Fashion,Sneakers,188.87,1,0.0,116.54,9.99,0.13,0,188.87,0.0,188.87,116.54,72.33,24.55,223.41,0.383
100707,3,2024-07-27,Ontario,Web,PayPal,2826,Consumer,Home & Kitchen,Blender,225.49,4,0.0,145.65,9.99,0.13,0,901.96,0.0,901.96,582.6,319.36,117.25,1029.2,0.3541
100708,1,2024-08-28,British Columbia,Web,Gift Card,1110,Small Business,Sports & Outdoors,Yoga Mat,969.68,1,0.05,601.48,0.0,0.05,0,969.68,48.48,921.2,601.48,319.72,46.06,967.26,0.3471
100708,2,2024-08-28,British Columbia,Web,Gift Card,1110,Small Business,Beauty,Serum,74.34,3,0.0,43.96,14.99,0.05,0,223.02,0.0,223.02,131.88,91.14,11.15,249.16,0.4087
100708,3,2024-08-28,British Columbia,Web,Gift Card,1110,Small Business,Home & Kitchen,Microwave,320.74,1,0.0,235.28,0.0,0.05,0,320.74,0.0,320.74,235.28,85.46,16.04,336.78,0.2664
100709,1,2025-06-20,Ontario,Web,Credit Card,4020,Consumer,Fashion,Jacket,124.06,1,0.0,75.22,0.0,0.13,0,124.06,0.0,124.06,75.22,48.84,16.13,140.19,0.3937
100710,1,2024-01-01,Ontario,Retail Store,Debit Card,1475,Consumer,Beauty,Shampoo,177.62,2,0.0,123.53,0.0,0.13,0,355.24,0.0,355.24,247.06,108.18,46.18,401.42,0.3045
100711,1,2025-02-23,British Columbia,Web,Credit Card,1338,Consumer,Electronics,Headphones,386.25,3,0.0,285.85,14.99,0.05,0,1158.75,0.0,1158.75,857.55,301.2,57.94,1231.68,0.2599
100712,1,2024-08-23,Quebec,Retail Store,PayPal,2965,Small Business,Electronics,Laptop,925.27,2,0.0,512.81,0.0,0.099,0,1850.54,0.0,1850.54,1025.62,824.92,183.2,2033.74,0.4458
100713,1,2024-09-13,New Brunswick,Web,Credit Card,1245,Consumer,Home & Kitchen,Coffee Maker,227.62,1,0.0,135.97,4.99,0.15,0,227.62,0.0,227.62,135.97,91.65,34.14,266.75,0.4026
100713,2,2024-09-13,New Brunswick,Web,Credit Card,1245,Consumer,Sports & Outdoors,Dumbbells,1137.91,1,0.0,791.82,0.0,0.15,0,1137.91,0.0,1137.91,791.82,346.09,170.69,1308.6,0.3041
100714,1,2024-11-27,Manitoba,Retail Store,Credit Card,4100,Consumer,Electronics,Tablet,1366.87,1,0.0,887.24,0.0,0.05,0,1366.87,0.0,1366.87,887.24,479.63,68.34,1435.21,0.3509
100714,2,2024-11-27,Manitoba,Retail Store,Credit Card,4100,Consumer,Fashion,Jeans,49.87,1,0.15,37.37,4.99,0.05,0,49.87,7.48,42.39,37.37,5.02,2.12,49.5,0.1184
100714,3,2024-11-27,Manitoba,Retail Store,Credit Card,4100,Consumer,Fashion,Sneakers,216.22,1,0.0,136.6,0.0,0.05,0,216.22,0.0,216.22,136.6,79.62,10.81,227.03,0.3682
100715,1,2025-03-25,British Columbia,Web,Credit Card,4865,Small Business,Sports & Outdoors,Yoga Mat,86.01,1,0.15,50.63,9.99,0.05,0,86.01,12.9,73.11,50.63,22.48,3.66,86.76,0.3075
100715,2,2025-03-25,British Columbia,Web,Credit Card,4865,Small Business,Beauty,Perfume,53.49,1,0.0,33.78,9.99,0.05,0,53.49,0.0,53.49,33.78,19.71,2.67,66.15,0.3685
100716,1,2024-10-01,British Columbia,Mobile App,Debit Card,1951,Small Business,Electronics,Tablet,1187.58,1,0.0,889.36,0.0,0.05,0,1187.58,0.0,1187.58,889.36,298.22,59.38,1246.96,0.2511
100717,1,2024-01-15,Ontario,Web,Credit Card,3243,Consumer,Sports & Outdoors,Dumbbells,909.05,1,0.15,657.72,0.0,0.13,0,909.05,136.36,772.69,657.72,114.97,100.45,873.14,0.1488
100718,1,2024-03-06,Quebec,Mobile App,Credit Card,2772,Small Business,Electronics,Camera,754.14,1,0.05,549.47,14.99,0.099,0,754.14,37.71,716.43,549.47,166.96,70.93,802.35,0.233
100718,2,2024-03-06,Quebec,Mobile App,Credit Card,2772,Small Business,Electronics,Headphones,1227.97,4,0.0,679.87,9.99,0.099,0,4911.88,0.0,4911.88,2719.48,2192.4,486.28,5408.15,0.4463
100719,1,2024-06-24,Ontario,Web,Credit Card,3572,Consumer,Sports & Outdoors,Dumbbells,877.8,1,0.1,635.55,4.99,0.13,0,877.8,87.78,790.02,635.55,154.47,102.7,897.71,0.1955
100719,2,2024-06-24,Ontario,Web,Credit Card,3572,Consumer,Fashion,Handbag,165.77,2,0.0,124.06,0.0,0.13,0,331.54,0.0,331.54,248.12,83.42,43.1,374.64,0.2516
100720,1,2025-06-06,Quebec,Web,Credit Card,4803,Consumer,Sports & Outdoors,Treadmill,1191.91,5,0.0,828.61,0.0,0.099,0,5959.55,0.0,5959.55,4143.05,1816.5,590.0,6549.55,0.3048
100721,1,2025-01-06,Nova Scotia,Web,PayPal,2707,Consumer,Sports & Outdoors,Yoga Mat,625.92,1,0.0,438.97,0.0,0.15,0,625.92,0.0,625.92,438.97,186.95,93.89,719.81,0.2987
100722,1,2025-04-19,Quebec,Retail Store,PayPal,1164,Consumer,Beauty,Serum,49.86,3,0.0,35.27,4.99,0.099,1,149.58,0.0,149.58,105.81,43.77,14.81,169.38,0.2926
100723,1,2025-06-02,British Columbia,Retail Store,Credit Card,1999,Consumer,Home & Kitchen,Air Fryer,358.09,1,0.2,201.46,14.99,0.05,0,358.09,71.62,286.47,201.46,85.01,14.32,315.78,0.2968
100723,2,2025-06-02,British Columbia,Retail Store,Credit Card,1999,Consumer,Fashion,Jeans,88.85,4,0.0,64.67,9.99,0.05,0,355.4,0.0,355.4,258.68,96.72,17.77,383.16,0.2721
100724,1,2025-04-07,Alberta,Web,Debit Card,4141,Consumer,Fashion,Handbag,209.56,2,0.0,139.76,14.99,0.05,0,419.12,0.0,419.12,279.52,139.6,20.96,455.07,0.3331
100724,2,2025-04-07,Alberta,Web,Debit Card,4141,Consumer,Sports & Outdoors,Camping Tent,945.96,2,0.05,655.81,4.99,0.05,0,1891.92,94.6,1797.32,1311.62,485.7,89.87,1892.18,0.2702
100725,1,2024-10-05,Nova Scotia,Retail Store,Credit Card,4408,Consumer,Beauty,Conditioner,128.4,1,0.0,73.67,9.99,0.15,0,128.4,0.0,128.4,73.67,54.73,19.26,157.65,0.4262
100726,1,2024-12-05,Ontario,Mobile App,Credit Card,4924,Consumer,Beauty,Serum,19.06,2,0.0,12.24,4.99,0.13,0,38.12,0.0,38.12,24.48,13.64,4.96,48.07,0.3578
100727,1,2024-09-19,Ontario,Web,BNPL,1780,Consumer,Home & Kitchen,Microwave,384.21,5,0.05,228.8,0.0,0.13,0,1921.05,96.05,1825.0,1144.0,681.0,237.25,2062.25,0.3732
100728,1,2024-03-15,Ontario,Marketplace,PayPal,4179,Consumer,Electronics,Smartwatch,915.56,1,0.05,629.22,0.0,0.13,0,915.56,45.78,869.78,629.22,240.56,113.07,982.85,0.2766
100729,1,2024-08-09,Ontario,Retail Store,Credit Card,1439,Small Business,Fashion,Handbag,136.73,2,0.05,93.96,4.99,0.13,0,273.46,13.67,259.79,187.92,71.87,33.77,298.55,0.2766
100729,2,2024-08-09,Ontario,Retail Store,Credit Card,1439,Small Business,Sports & Outdoors,Treadmill,929.42,1,0.05,676.69,14.99,0.13,0,929.42,46.47,882.95,676.69,206.26,114.78,1012.72,0.2336
100730,1,2025-04-25,Ontario,Retail Store,Credit Card,4432,Consumer,Beauty,Moisturizer,102.45,2,0.2,59.04,0.0,0.13,0,204.9,40.98,163.92,118.08,45.84,21.31,185.23,0.2796
100731,1,2025-05-29,Alberta,Mobile App,Gift Card,2375,Consumer,Electronics,Smartwatch,363.07,1,0.0,264.9,9.99,0.05,0,363.07,0.0,363.07,264.9,98.17,18.15,391.21,0.2704
100732,1,2024-04-17,Ontario,Web,PayPal,3928,Consumer,Beauty,Serum,72.13,2,0.0,45.46,0.0,0.13,0,144.26,0.0,144.26,90.92,53.34,18.75,163.01,0.3697
100732,2,2024-04-17,Ontario,Web,PayPal,3928,Consumer,Beauty,Perfume,146.89,1,0.0,83.82,4.99,0.13,0,146.89,0.0,146.89,83.82,63.07,19.1,170.98,0.4294
100732,3,2024-04-17,Ontario,Web,PayPal,3928,Consumer,Home & Kitchen,Air Fryer,188.77,4,0.05,119.37,0.0,0.13,0,755.08,37.75,717.33,477.48,239.85,93.25,810.58,0.3344
100733,1,2024-05-04,Alberta,Retail Store,Credit Card,1774,Consumer,Sports & Outdoors,Bicycle Helmet,379.18,3,0.0,258.17,0.0,0.05,0,1137.54,0.0,1137.54,774.51,363.03,56.88,1194.42,0.3191
100733,2,2024-05-04,Alberta,Retail Store,Credit Card,1774,Consumer,Fashion,T-Shirt,196.81,1,0.15,125.12,9.99,0.05,0,196.81,29.52,167.29,125.12,42.17,8.36,185.64,0.2521
100733,3,2024-05-04,Alberta,Retail Store,Credit Card,1774,Consumer,Home & Kitchen,Microwave,392.32,4,0.0,285.29,9.99,0.05,0,1569.28,0.0,1569.28,1141.16,428.12,78.46,1657.73,0.2728
100734,1,2025-02-10,Alberta,Web,Credit Card,1551,Consumer,Fashion,T-Shirt,204.54,1,0.0,139.81,0.0,0.05,0,204.54,0.0,204.54,139.81,64.73,10.23,214.77,0.3165
100734,2,2025-02-10,Alberta,Web,Credit Card,1551,Consumer,Beauty,Conditioner,127.69,1,0.15,71.0,14.99,0.05,0,127.69,19.15,108.54,71.0,37.54,5.43,128.96,0.3459
100735,1,2025-04-30,British Columbia,Web,PayPal,3143,Consumer,Electronics,Headphones,1017.48,1,0.05,564.52,4.99,0.05,0,1017.48,50.87,966.61,564.52,402.09,48.33,1019.93,0.416
100736,1,2024-12-02,New Brunswick,Retail Store,Credit Card,3926,Consumer,Home & Kitchen,Microwave,362.68,2,0.0,228.75,4.99,0.15,0,725.36,0.0,725.36,457.5,267.86,108.8,839.15,0.3693
100737,1,2025-02-14,British Columbia,Marketplace,PayPal,3497,Consumer,Fashion,Jacket,22.47,1,0.0,14.88,4.99,0.05,1,22.47,0.0,22.47,14.88,7.59,1.12,28.58,0.3378
100738,1,2025-03-10,Quebec,Marketplace,Debit Card,2853,Consumer,Beauty,Moisturizer,139.45,1,0.0,78.14,0.0,0.099,0,139.45,0.0,139.45,78.14,61.31,13.81,153.26,0.4397
100739,1,2025-05-23,Ontario,Web,Credit Card,3612,Consumer,Beauty,Conditioner,50.06,1,0.1,33.71,0.0,0.13,0,50.06,5.01,45.05,33.71,11.34,5.86,50.91,0.2517
100740,1,2024-02-05,Ontario,Web,Credit Card,2425,Enterprise,Sports & Outdoors,Treadmill,372.61,2,0.05,227.07,4.99,0.13,0,745.22,37.26,707.96,454.14,253.82,92.03,804.98,0.3585
100740,2,2024-02-05,Ontario,Web,Credit Card,2425,Enterprise,Fashion,Sneakers,41.1,2,0.0,29.35,14.99,0.13,0,82.2,0.0,82.2,58.7,23.5,10.69,107.88,0.2859
100741,1,2024-04-29,Alberta,Web,PayPal,1243,Consumer,Electronics,Camera,953.21,4,0.0,700.26,0.0,0.05,1,3812.84,0.0,3812.84,2801.04,1011.8,190.64,4003.48,0.2654
100742,1,2024-02-25,Alberta,Mobile App,Credit Card,2601,Consumer,Home & Kitchen,Microwave,158.64,2,0.0,90.51,9.99,0.05,0,317.28,0.0,317.28,181.02,136.26,15.86,343.13,0.4295
100743,1,2025-01-28,Quebec,Retail Store,Credit Card,2154,Consumer,Electronics,Smartphone,170.13,1,0.0,108.19,4.99,0.099,0,170.13,0.0,170.13,108.19,61.94,16.84,191.96,0.3641
100744,1,2024-10-09,Ontario,Web,Credit Card,2070,Consumer,Fashion,Sneakers,103.55,1,0.0,61.74,0.0,0.13,0,103.55,0.0,103.55,61.74,41.81,13.46,117.01,0.4038
100745,1,2024-05-12,Quebec,Web,Credit Card,2894,Small Business,Electronics,Smartwatch,1483.78,1,0.0,827.36,4.99,0.099,0,1483.78,0.0,1483.78,827.36,656.42,146.89,1635.66,0.4424
100746,1,2025-01-17,Ontario,Retail Store,Debit Card,3873,Consumer,Electronics,Smartphone,1397.17,1,0.1,784.93,14.99,0.13,0,1397.17,139.72,1257.45,784.93,472.52,163.47,1435.91,0.3758
100746,2,2025-01-17,Ontario,Retail Store,Debit Card,3873,Consumer,Fashion,T-Shirt,75.28,1,0.15,54.23,14.99,0.13,0,75.28,11.29,63.99,54.23,9.76,8.32,87.3,0.1525
100747,1,2024-08-05,Nova Scotia,Mobile App,Credit Card,4076,Small Business,Sports & Outdoors,Camping Tent,29.92,3,0.0,18.56,0.0,0.15,0,89.76,0.0,89.76,55.68,34.08,13.46,103.22,0.3797
100748,1,2025-05-29,Quebec,Retail Store,Credit Card,3609,Consumer,Home & Kitchen,Air Fryer,233.47,1,0.0,150.2,0.0,0.099,0,233.47,0.0,233.47,150.2,83.27,23.11,256.58,0.3567
100748,2,2025-05-29,Quebec,Retail Store,Credit Card,3609,Consumer,Fashion,Sneakers,104.11,1,0.0,62.61,9.99,0.099,0,104.11,0.0,104.11,62.61,41.5,10.31,124.41,0.3986
100749,1,2025-04-17,Ontario,Web,Credit Card,1138,Small Business,Fashion,Jacket,226.08,1,0.2,128.99,0.0,0.13,0,226.08,45.22,180.86,128.99,51.87,23.51,204.37,0.2868
100749,2,2025-04-17,Ontario,Web,Credit Card,1138,Small Business,Fashion,Jacket,232.91,1,0.0,129.65,0.0,0.13,0,232.91,0.0,232.91,129.65,103.26,30.28,263.19,0.4433
100750,1,2024-08-19,Alberta,Mobile App,Credit Card,4348,Consumer,Electronics,Camera,954.34,1,0.0,626.72,9.99,0.05,1,954.34,0.0,954.34,626.72,327.62,47.72,1012.05,0.3433
100750,2,2024-08-19,Alberta,Mobile App,Credit Card,4348,Consumer,Beauty,Serum,78.7,2,0.0,55.51,4.99,0.05,0,157.4,0.0,157.4,111.02,46.38,7.87,170.26,0.2947
100751,1,2024-10-29,British Columbia,Web,Gift Card,2753,Small Business,Sports & Outdoors,Treadmill,63.45,1,0.1,45.25,4.99,0.05,0,63.45,6.35,57.1,45.25,11.85,2.86,64.95,0.2075
100751,2,2024-10-29,British Columbia,Web,Gift Card,2753,Small Business,Home & Kitchen,Microwave,269.18,1,0.05,182.81,14.99,0.05,0,269.18,13.46,255.72,182.81,72.91,12.79,283.5,0.2851
100751,3,2024-10-29,British Columbia,Web,Gift Card,2753,Small Business,Fashion,Handbag,155.5,2,0.0,97.33,9.99,0.05,0,311.0,0.0,311.0,194.66,116.34,15.55,336.54,0.3741
100751,4,2024-10-29,British Columbia,Web,Gift Card,2753,Small Business,Home & Kitchen,Air Fryer,261.15,3,0.0,194.92,9.99,0.05,0,783.45,0.0,783.45,584.76,198.69,39.17,832.61,0.2536
100752,1,2024-11-27,Quebec,Marketplace,Debit Card,2550,Consumer,Electronics,Smartphone,1485.39,3,0.0,942.59,9.99,0.099,0,4456.17,0.0,4456.17,2827.77,1628.4,441.16,4907.32,0.3654
100753,1,2024-04-15,Manitoba,Retail Store,Credit Card,3447,Consumer,Sports & Outdoors,Camping Tent,237.99,1,0.15,151.44,14.99,0.05,0,237.99,35.7,202.29,151.44,50.85,10.11,227.39,0.2514
100754,1,2024-08-11,Ontario,Web,Debit Card,4414,Small Business,Beauty,Conditioner,113.43,5,0.1,84.09,0.0,0.13,0,567.15,56.72,510.43,420.45,89.98,66.36,576.79,0.1763
100755,1,2024-03-03,Quebec,Mobile App,Credit Card,1844,Consumer,Beauty,Conditioner,66.69,1,0.0,47.51,0.0,0.099,0,66.69,0.0,66.69,47.51,19.18,6.6,73.29,0.2876
100756,1,2024-06-17,Ontario,Marketplace,PayPal,1146,Consumer,Home & Kitchen,Air Fryer,228.73,1,0.05,161.19,0.0,0.13,0,228.73,11.44,217.29,161.19,56.1,28.25,245.54,0.2582
100757,1,2024-08-09,Quebec,Web,Credit Card,4336,Consumer,Fashion,Sneakers,210.19,1,0.0,150.95,0.0,0.099,0,210.19,0.0,210.19,150.95,59.24,20.81,231.0,0.2818
100758,1,2024-12-06,British Columbia,Web,Gift Card,4545,Consumer,Home & Kitchen,Vacuum Cleaner,225.1,3,0.0,149.65,4.99,0.05,0,675.3,0.0,675.3,448.95,226.35,33.76,714.05,0.3352
100758,2,2024-12-06,British Columbia,Web,Gift Card,4545,Consumer,Home & Kitchen,Blender,198.76,1,0.05,127.26,14.99,0.05,0,198.76,9.94,188.82,127.26,61.56,9.44,213.25,0.326
100759,1,2024-08-05,Nova Scotia,Web,Debit Card,4496,Small Business,Electronics,Camera,960.17,1,0.0,572.34,9.99,0.15,0,960.17,0.0,960.17,572.34,387.83,144.03,1114.19,0.4039
100760,1,2024-11-10,Ontario,Marketplace,Credit Card,3802,Consumer,Fashion,Handbag,43.29,1,0.0,26.15,4.99,0.13,0,43.29,0.0,43.29,26.15,17.14,5.63,53.91,0.3959
100760,2,2024-11-10,Ontario,Marketplace,Credit Card,3802,Consumer,Electronics,Laptop,391.05,1,0.1,271.0,9.99,0.13,0,391.05,39.11,351.94,271.0,80.94,45.75,407.68,0.23
100761,1,2024-04-18,Nova Scotia,Mobile App,Credit Card,3341,Small Business,Home & Kitchen,Blender,249.63,1,0.0,186.52,0.0,0.15,0,249.63,0.0,249.63,186.52,63.11,37.44,287.07,0.2528
100762,1,2025-03-06,Ontario,Web,Credit Card,4815,Consumer,Electronics,Smartwatch,1274.35,1,0.1,760.01,0.0,0.13,0,1274.35,127.44,1146.91,760.01,386.9,149.1,1296.01,0.3373
100763,1,2025-01-01,New Brunswick,Mobile App,Credit Card,4521,Small Business,Electronics,Headphones,916.17,2,0.0,569.55,0.0,0.15,0,1832.34,0.0,1832.34,1139.1,693.24,274.85,2107.19,0.3783
100764,1,2024-08-25,Ontario,Web,PayPal,2463,Consumer,Beauty,Moisturizer,82.32,1,0.0,50.65,9.99,0.13,0,82.32,0.0,82.32,50.65,31.67,10.7,103.01,0.3847
100764,2,2024-08-25,Ontario,Web,PayPal,2463,Consumer,Home & Kitchen,Blender,108.5,1,0.1,74.38,4.99,0.13,0,108.5,10.85,97.65,74.38,23.27,12.69,115.33,0.2383
100765,1,2024-05-02,Quebec,Web,Credit Card,3993,Consumer,Fashion,Jacket,18.69,1,0.0,12.41,4.99,0.099,0,18.69,0.0,18.69,12.41,6.28,1.85,25.53,0.336
100766,1,2024-07-15,Ontario,Mobile App,Debit Card,1737,Consumer,Home & Kitchen,Microwave,397.1,1,0.0,279.2,9.99,0.13,0,397.1,0.0,397.1,279.2,117.9,51.62,458.71,0.2969
